phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,8.535,8.692,0.000,0.000,2.084,2.773,2.773,10.625,0.000,1
2-bgv-setup,15710.752,16047.280,15629.094,15939.938,2.778,1873.614,2488.357,2822.562,2573.777,21
3-pre-election-weight-input-preparation,47.207,59.029,0.000,0.000,1117.494,1134.799,1134.799,2822.531,0.000,1
4.1-streamed-input-reception-and-aggregation,534934.487,541320.609,0.000,0.000,1125.997,1145.514,2306.885,2822.594,2333.926,54
4.2-tally-periodic-echo-tree,16.669,23.360,0.000,0.000,1138.513,1144.777,1144.777,2822.406,0.000,1
4.1-streamed-input-reception-and-aggregation,531136.401,538344.831,0.000,0.000,1142.501,1162.049,2336.045,2822.500,2367.910,53
4.2-tally-periodic-echo-tree,1376.651,1485.658,0.000,0.000,1155.021,1194.340,1247.073,2822.438,2134.582,1
4.1-streamed-input-reception-and-aggregation,531190.358,538304.923,0.000,0.000,1159.010,1180.033,2366.393,2822.406,2404.137,52
4.2-tally-periodic-echo-tree,1375.447,1484.518,0.000,0.000,1171.503,1193.816,1284.434,2822.312,1312.598,1
4.1-streamed-input-reception-and-aggregation,532124.456,539597.180,0.000,0.000,1159.490,1180.448,2367.693,2822.312,2402.188,52
4.2-tally-periodic-echo-tree,16.454,25.622,0.000,0.000,1171.920,1178.183,1178.183,2821.781,0.000,1
4.1-streamed-input-reception-and-aggregation,534050.717,541519.154,0.000,0.000,1175.907,1196.183,2404.370,2822.312,2436.965,52
4.2-tally-periodic-echo-tree,2754.029,2871.437,0.000,0.000,1188.405,1194.465,1359.324,2822.312,1381.035,1
4.3-tally-lagrange-indicator,1287.399,1339.741,0.000,0.000,1131.645,1173.471,1195.947,2822.312,1271.480,1
4.4-tally-delegate-support,1260.775,1272.872,0.000,0.000,1135.383,1200.239,1212.269,2822.281,1271.480,1
4.5-tally-dTilde,406.478,408.935,0.000,0.000,1135.384,1189.726,1189.726,2821.875,0.000,1
4.6-tally-Dw+dTilde,27176.836,27487.099,0.000,0.000,1129.134,1147.467,11405.248,11677.812,11080.590,4
4.7-tally-vote-weight-product,1484.873,2207.416,0.000,0.000,1125.159,96.330,1222.414,11678.281,10646.926,1
5-threshold-decrypt-verify,41.646,76.971,28.389,56.466,31.497,9.721,9.721,11678.156,0.000,2
