component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,44.835,51.705,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,782.416,806.802,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,14027.280,14302.795,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,507.125,630.707,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,543239.201,549618.105,"execution-mode=fresh; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,10412.213,10489.098,ciphertext additions into period aggregates; contains no input encoding or encryption
multiparty:threshold-decryption,29.409,53.903,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
