component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,43.420,51.007,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,779.265,799.128,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,14731.173,15013.067,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,502.603,580.790,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,2686251.478,2723031.078,"execution-mode=fresh; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,68434.074,68614.552,ciphertext additions into period aggregates; contains no input encoding or encryption
multiparty:threshold-decryption,29.542,64.283,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
