phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,5.997,11.571,0.000,0.000,2.084,2.751,2.751,18.656,0.000,2
2-bgv-setup,15639.437,15973.671,15553.859,15863.202,2.778,1873.839,2488.177,2822.500,2574.914,21
3-pre-election-weight-input-preparation,73.466,90.889,0.000,0.000,1153.751,1171.056,1171.056,2822.594,0.000,1
4.1-streamed-input-reception-and-aggregation,551441.182,557841.223,0.000,0.000,1162.254,1181.815,2372.418,2822.594,2409.188,52
4.2-tally-periodic-echo-tree,18.845,25.840,0.000,0.000,1174.788,1181.052,1181.052,2822.469,0.000,1
4.1-streamed-input-reception-and-aggregation,546800.057,554065.520,0.000,0.000,1178.776,1199.840,2406.961,2822.469,2441.086,51
4.2-tally-periodic-echo-tree,1426.931,1553.268,0.000,0.000,1191.309,1229.875,1279.269,2822.375,1334.559,1
4.1-streamed-input-reception-and-aggregation,551143.893,558439.555,0.000,0.000,1195.297,1215.587,2429.431,2822.375,2474.418,51
4.2-tally-periodic-echo-tree,1527.585,1653.729,0.000,0.000,1207.809,1229.870,1308.754,2822.375,1352.305,1
4.1-streamed-input-reception-and-aggregation,553050.016,560813.044,0.000,0.000,1195.796,1216.806,2439.828,2822.375,2475.449,51
4.2-tally-periodic-echo-tree,15.808,23.708,0.000,0.000,1208.278,1214.541,1214.541,2822.344,0.000,1
4.1-streamed-input-reception-and-aggregation,554023.840,561607.556,0.000,0.000,1212.265,1233.262,2474.678,2822.375,2507.660,50
4.2-tally-periodic-echo-tree,2978.405,3155.221,0.000,0.000,1224.732,1230.793,1375.843,2822.344,1399.910,1
4.3-tally-lagrange-indicator,1298.114,1357.462,0.000,0.000,1167.972,1209.799,1252.638,2822.344,1312.355,1
4.4-tally-delegate-support,1285.434,1294.185,0.000,0.000,1171.711,1236.567,1244.593,2822.312,1312.355,1
4.5-tally-dTilde,439.756,491.191,0.000,0.000,1171.712,1226.055,1250.294,2822.312,1312.379,1
4.6-tally-Dw+dTilde,27549.170,27834.885,0.000,0.000,1165.462,1183.796,11459.524,11690.125,11157.102,4
4.7-tally-vote-weight-product,1557.365,2277.042,0.000,0.000,1161.488,96.150,1254.539,11690.312,10259.074,1
5-threshold-decrypt-verify,39.684,80.165,29.542,64.283,31.572,9.801,9.801,11690.281,0.000,2
