phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,2.845,3.050,0.000,0.000,2.078,2.767,2.767,18.250,0.000,1
2-bgv-setup,4273.077,4446.097,4227.306,4385.455,2.772,531.707,719.822,862.344,743.590,19
3-pre-election-weight-input-preparation,77.235,77.649,0.000,0.000,332.156,347.838,347.838,862.125,0.000,1
3.1-benchmark-input-fixture-preparation,14.650,16.156,0.000,0.000,344.285,348.576,348.576,862.031,0.000,1
4.1-streamed-input-reception-and-aggregation,4899.286,4981.160,0.000,0.000,346.286,367.093,369.795,862.656,396.469,1
4.2-tally-periodic-echo-sequential,47.763,47.996,0.000,0.000,364.318,371.208,371.208,862.500,0.000,1
4.1-streamed-input-reception-and-aggregation,140.290,142.298,0.000,0.000,370.307,391.102,391.102,862.625,0.000,1
4.2-tally-periodic-echo-sequential,478.466,481.908,0.000,0.000,388.325,383.162,383.162,862.594,0.000,1
4.1-streamed-input-reception-and-aggregation,146.526,154.500,0.000,0.000,370.340,391.103,447.964,862.594,462.375,1
4.2-tally-periodic-echo-sequential,476.218,478.981,0.000,0.000,388.326,383.130,383.130,861.906,0.000,1
4.1-streamed-input-reception-and-aggregation,145.165,153.431,0.000,0.000,370.309,391.104,391.104,862.156,0.000,1
4.2-tally-periodic-echo-sequential,468.891,474.970,0.000,0.000,388.328,383.135,420.821,862.562,438.926,1
4.1-streamed-input-reception-and-aggregation,136.397,145.464,0.000,0.000,370.311,391.106,391.106,862.562,0.000,1
4.2-tally-periodic-echo-sequential,482.289,484.934,0.000,0.000,388.329,383.133,383.133,862.219,0.000,1
4.2-tally-periodic-echo-sequential,340.676,353.384,340.549,353.336,354.566,360.664,375.058,862.562,417.492,1
4.3-tally-lagrange-indicator,1693.762,1723.508,0.000,0.000,354.557,374.804,401.634,862.562,419.504,1
4.4-tally-delegate-support,1292.917,1309.685,0.000,0.000,360.532,383.543,398.775,862.531,414.613,1
4.5-tally-dTilde,476.645,483.211,0.000,0.000,355.936,368.149,368.149,862.438,0.000,1
4.6-tally-Dw+dTilde,6882.149,6976.748,0.000,0.000,346.809,358.377,2663.825,2958.406,2645.758,4
4.7-tally-vote-weight-product,852.548,1043.577,0.000,0.000,345.322,40.673,374.009,2958.562,1378.242,1
5-threshold-decrypt-verify,12.923,26.304,9.805,13.744,12.967,4.573,4.573,2958.250,0.000,2
