phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,6.940,13.919,0.000,0.000,2.084,2.756,2.756,14.594,0.000,2
2-bgv-setup,15725.535,16079.692,15645.558,15977.393,2.783,1874.335,2728.770,2994.375,2714.820,22
3-pre-election-weight-input-preparation,64.545,80.168,0.000,0.000,1154.247,1171.558,1171.558,2994.469,0.000,1
4.1-streamed-input-reception-and-aggregation,550095.516,556425.125,0.000,0.000,1162.755,1182.320,2376.508,2994.594,2411.285,52
4.2-tally-periodic-echo-sequential,20.001,27.736,0.000,0.000,1175.293,1182.057,1182.057,2994.125,0.000,1
4.1-streamed-input-reception-and-aggregation,543719.718,550448.570,0.000,0.000,1179.322,1200.350,2410.446,2994.469,2441.617,51
4.2-tally-periodic-echo-sequential,423.791,505.049,0.000,0.000,1191.819,1215.380,1238.610,2994.344,1335.656,1
4.1-streamed-input-reception-and-aggregation,545652.110,553086.048,0.000,0.000,1179.805,1200.852,2410.429,2994.344,2442.539,51
4.2-tally-periodic-echo-sequential,398.767,473.581,0.000,0.000,1192.319,1215.879,1220.884,2994.344,1902.430,1
4.1-streamed-input-reception-and-aggregation,547101.100,554377.836,0.000,0.000,1180.305,1201.819,2413.079,2994.344,2444.438,51
4.2-tally-periodic-echo-sequential,388.397,460.809,0.000,0.000,1192.789,1216.382,1216.382,2994.062,0.000,1
4.1-streamed-input-reception-and-aggregation,548266.665,555647.262,0.000,0.000,1180.901,1201.012,2414.461,2994.312,2446.496,52
4.2-tally-periodic-echo-sequential,387.143,431.735,0.000,0.000,1193.234,1216.794,1216.794,2994.281,0.000,1
4.3-tally-lagrange-indicator,1319.496,1330.013,0.000,0.000,1168.476,1211.802,1254.608,2994.281,1313.750,1
4.4-tally-delegate-support,1214.671,1271.006,0.000,0.000,1172.214,1238.573,1246.558,2994.281,1313.750,1
4.5-tally-dTilde,447.350,451.955,0.000,0.000,1172.216,1228.058,1244.503,2994.281,1313.750,1
4.6-tally-Dw+dTilde,28196.994,28456.010,0.000,0.000,1165.966,1184.298,11636.831,11693.906,11295.711,4
4.7-tally-vote-weight-product,1561.605,2174.849,0.000,0.000,1161.987,98.400,1256.529,11694.281,6951.590,1
5-threshold-decrypt-verify,35.168,65.412,27.266,52.703,32.068,9.790,9.790,11693.812,0.000,2
