phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,0.278,0.278,0.000,0.000,0.538,0.613,0.613,7.438,0.000,1
2-bgv-setup,10996.057,11080.079,10946.757,11029.425,0.619,1871.662,2440.450,2983.375,2997.879,23
3-pre-election-weight-input-preparation,34.460,43.628,0.000,0.000,1151.574,1168.841,1168.841,2983.312,0.000,1
4.1-streamed-input-reception-and-aggregation,42838.758,43025.702,0.000,0.000,1160.082,1179.114,2338.840,2983.312,2389.246,6
4.2-tally-periodic-echo-tree,284.554,309.727,0.000,0.000,1172.108,1210.130,1210.130,2983.312,1805.410,1
4.1-streamed-input-reception-and-aggregation,42654.054,42780.864,0.000,0.000,1176.108,1195.131,2393.262,2983.312,2422.910,6
4.2-tally-periodic-echo-tree,1370.985,1402.229,0.000,0.000,1188.130,1226.150,1286.627,2983.281,1869.641,1
4.1-streamed-input-reception-and-aggregation,42887.557,43061.090,0.000,0.000,1192.129,1211.157,2376.025,2983.281,2454.918,6
4.2-tally-periodic-echo-tree,1409.824,1440.358,0.000,0.000,1204.156,1226.174,1286.453,2983.250,1342.266,1
4.1-streamed-input-reception-and-aggregation,43242.973,43372.926,0.000,0.000,1192.152,1211.183,2416.461,2983.250,2454.531,6
4.2-tally-periodic-echo-tree,283.290,314.997,0.000,0.000,1204.185,1242.205,1242.205,2983.250,2085.309,1
4.1-streamed-input-reception-and-aggregation,42922.270,43076.776,0.000,0.000,1208.183,1227.212,2436.054,2983.250,2486.766,5
4.2-tally-periodic-echo-tree,2457.050,2496.567,0.000,0.000,1220.205,1226.221,1358.962,2983.219,1376.992,1
4.3-tally-lagrange-indicator,1036.485,1045.626,0.000,0.000,1163.443,1205.215,1213.637,2983.219,1297.609,1
4.4-tally-delegate-support,931.948,935.568,0.000,0.000,1167.191,1231.971,1235.861,2983.219,1297.609,1
4.5-tally-dTilde,303.217,304.904,0.000,0.000,1167.191,1221.468,1243.369,2983.219,1297.609,1
4.6-tally-Dw+dTilde,2299.668,2301.565,0.000,0.000,1160.941,1178.447,2249.410,2983.219,2162.652,2
4.7-tally-vote-weight-product,1126.794,1154.764,0.000,0.000,1156.941,91.549,1245.649,2983.219,1287.805,1
5-threshold-decrypt-verify,24.343,30.032,18.943,23.875,27.023,5.257,5.257,2983.250,0.000,2
