phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,1.134,1.237,0.000,0.000,2.084,2.080,2.080,14.344,0.000,1
2-bgv-setup,15723.975,16052.520,15645.941,15946.528,2.080,1873.671,2590.156,2930.156,2582.863,21
3-pre-election-weight-input-preparation,51.572,65.701,0.000,0.000,1153.555,1170.860,1170.860,2930.188,0.000,1
4.1-streamed-input-reception-and-aggregation,56804.807,57511.797,0.000,0.000,1162.058,1181.159,2309.862,2930.562,2365.227,6
4.2-tally-periodic-echo-sequential,20.478,27.870,0.000,0.000,1174.131,1180.395,1180.395,2930.469,0.000,1
4.1-streamed-input-reception-and-aggregation,55697.553,56354.083,0.000,0.000,1178.119,1197.716,2366.698,2930.562,2433.941,6
4.2-tally-periodic-echo-sequential,419.595,501.976,0.000,0.000,1190.192,1213.752,1213.752,2930.531,0.000,1
4.1-streamed-input-reception-and-aggregation,55899.837,56520.330,0.000,0.000,1178.178,1197.251,2338.827,2930.531,2432.781,6
4.2-tally-periodic-echo-sequential,393.481,467.992,0.000,0.000,1190.252,1213.812,1254.178,2930.500,1329.613,1
4.1-streamed-input-reception-and-aggregation,55088.853,55717.634,0.000,0.000,1178.238,1197.298,2380.592,2930.500,2433.863,6
4.2-tally-periodic-echo-sequential,386.956,455.545,0.000,0.000,1190.300,1213.860,1213.860,2930.219,0.000,1
4.1-streamed-input-reception-and-aggregation,55540.478,56157.796,0.000,0.000,1178.285,1198.126,2397.502,2930.469,2434.473,6
4.2-tally-periodic-echo-sequential,417.537,514.585,0.000,0.000,1190.348,1213.908,1213.908,2930.406,0.000,1
4.3-tally-lagrange-indicator,1356.337,1371.199,0.000,0.000,1165.590,1208.916,1258.095,2930.469,1303.793,1
4.4-tally-delegate-support,1260.056,1280.209,0.000,0.000,1169.329,1235.688,1239.983,2930.469,1303.793,1
4.5-tally-dTilde,415.939,418.061,0.000,0.000,1169.330,1225.172,1225.172,2930.281,0.000,1
4.6-tally-Dw+dTilde,3142.252,3181.852,0.000,0.000,1163.080,1180.597,2081.334,2930.469,2023.867,2
4.7-tally-vote-weight-product,1491.454,1585.265,0.000,0.000,1159.082,95.252,1250.304,2930.438,1778.859,1
5-threshold-decrypt-verify,36.126,61.196,29.058,50.253,29.171,6.893,6.893,2929.938,0.000,2
