component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,43.700,49.843,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,807.055,836.394,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,14893.535,15163.258,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,501.595,571.910,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,539936.956,546221.706,"execution-mode=fresh; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,9626.958,9678.632,ciphertext additions into period aggregates; contains no input encoding or encryption
multiparty:threshold-decryption,28.199,49.241,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
