component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,41.722,48.676,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,802.204,835.562,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,14532.315,14829.368,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,3734.707,3966.171,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,0.000,0.000,"execution-mode=sampled-server-benchmark; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,61434.053,62286.311,ciphertext additions into period aggregates; contains no input encoding or encryption
4.1-estimated-full-server-aggregation,307170.269,311431.555,"extrapolated from 50000 combined voter-period samples to n*T=250000; estimate, not directly measured"
multiparty:threshold-decryption,27.206,42.578,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
