phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,1.122,1.122,0.000,0.000,2.084,2.767,2.767,10.562,0.000,1
2-bgv-setup,16014.198,16318.513,15921.870,16212.445,2.772,1873.981,2593.554,2670.625,2683.102,21
3-pre-election-weight-input-preparation,86.490,100.882,0.000,0.000,1153.750,1179.054,1179.054,2670.469,0.000,1
3.1-benchmark-input-fixture-preparation,37.933,46.392,0.000,0.000,1170.000,1181.041,1181.041,2670.594,0.000,1
4.1-streamed-input-reception-and-aggregation,13259.529,13450.026,0.000,0.000,1174.502,1205.816,1212.442,2670.594,1310.148,1
4.2-tally-periodic-echo-tree,69.177,69.521,0.000,0.000,1198.532,1208.797,1208.797,2670.344,0.000,1
4.1-streamed-input-reception-and-aggregation,203.929,204.978,0.000,0.000,1206.521,1237.565,1237.565,2670.125,0.000,1
4.2-tally-periodic-echo-tree,2903.063,2930.666,0.000,0.000,1230.537,1272.604,1397.449,2670.562,1415.781,1
4.1-streamed-input-reception-and-aggregation,203.555,215.165,0.000,0.000,1238.528,1269.572,1269.572,2670.000,0.000,1
4.2-tally-periodic-echo-tree,2854.369,2878.307,0.000,0.000,1262.544,1272.608,1421.442,2670.531,1441.176,1
4.1-streamed-input-reception-and-aggregation,192.578,202.493,0.000,0.000,1238.532,1269.576,1269.576,2670.156,0.000,1
4.2-tally-periodic-echo-tree,29.434,31.823,0.000,0.000,1262.591,1272.820,1272.820,2670.469,1381.188,1
4.1-streamed-input-reception-and-aggregation,179.811,180.702,0.000,0.000,1270.542,1301.586,1301.586,2670.188,0.000,1
4.2-tally-periodic-echo-tree,5491.555,5535.561,0.000,0.000,1294.558,1272.620,1582.273,2670.531,1600.973,1
4.3-tally-lagrange-indicator,2736.134,2795.009,0.000,0.000,1181.542,1227.372,1310.568,2670.531,1337.855,1
4.4-tally-delegate-support,2424.041,2450.537,0.000,0.000,1189.282,1254.146,1266.244,2670.500,1325.668,1
4.5-tally-dTilde,819.925,827.036,0.000,0.000,1185.284,1233.630,1233.630,2670.500,1321.672,1
4.6-tally-Dw+dTilde,35647.890,36028.672,0.000,0.000,1173.033,1195.896,15119.428,15206.500,14401.941,4
4.7-tally-vote-weight-product,2490.282,3452.297,0.000,0.000,1169.080,98.286,1282.575,15206.500,10853.297,1
5-threshold-decrypt-verify,41.769,82.979,33.683,71.443,29.208,7.398,1286.869,15206.469,1276.191,2
