phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,64.942,95.877,0.000,0.000,2.089,40.129,40.129,61.906,0.000,3
2-bgv-setup,15522.402,16142.026,15445.021,16063.333,40.156,1911.717,2726.438,2850.594,2851.750,15
3-pre-election-weight-input-preparation,3333.106,3428.741,0.000,0.000,1191.629,1818.776,1818.776,2850.594,1942.926,1
3.1-benchmark-input-fixture-preparation,41.552,46.263,0.000,0.000,1807.967,1819.009,1819.009,2850.594,1997.609,1
4.1-streamed-input-reception-and-aggregation,621469.257,625959.457,0.000,0.000,1831.221,2755.892,2809.044,2850.594,2823.738,6
4.2-tally-periodic-echo-tree,1515.419,1522.040,0.000,0.000,2755.897,3066.732,3903.976,4014.188,3955.285,1
4.1-streamed-input-reception-and-aggregation,7197.717,7328.456,0.000,0.000,3063.953,3996.127,3996.127,4022.031,3982.434,1
4.2-tally-periodic-echo-tree,115385.620,116913.146,0.000,0.000,3988.093,4336.564,7923.666,7946.500,7955.281,2
4.1-streamed-input-reception-and-aggregation,7298.246,7643.817,0.000,0.000,4296.220,5228.394,5228.394,7946.438,6886.238,1
4.2-tally-periodic-echo-tree,114417.125,116102.781,0.000,0.000,5220.361,4335.165,10376.099,10398.438,10415.871,2
4.1-streamed-input-reception-and-aggregation,7413.111,7951.455,0.000,0.000,4296.321,5228.245,5233.040,10398.406,8327.480,1
4.2-tally-periodic-echo-tree,1382.137,1391.518,0.000,0.000,5220.463,5530.770,5948.521,10398.406,6011.352,1
4.1-streamed-input-reception-and-aggregation,7349.703,7465.727,0.000,0.000,5528.494,6460.706,6460.706,10398.406,6387.059,1
4.2-tally-periodic-echo-tree,229108.946,232502.737,0.000,0.000,6453.307,4336.163,12863.393,12914.375,12934.359,2
4.3-tally-lagrange-indicator,103741.981,106097.043,0.000,0.000,2420.573,2769.624,4821.890,12914.375,5844.152,2
4.4-tally-delegate-support,84429.779,86075.893,0.000,0.000,2728.431,2795.876,4098.897,12914.344,4130.531,1
4.5-tally-dTilde,30088.128,30686.905,0.000,0.000,2424.462,2026.291,3724.683,12914.344,3758.094,1
4.6-tally-Dw+dTilde,36538.805,37107.695,0.000,0.000,1962.176,2284.557,15766.504,16038.188,15463.406,4
4.7-tally-vote-weight-product,35777.265,37270.977,0.000,0.000,1958.208,414.266,3881.889,16038.344,9509.141,2
5-threshold-decrypt-verify,39.055,59.492,30.077,45.959,68.221,45.971,45.971,16037.938,0.000,1
