phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,31.922,37.016,0.000,0.000,0.554,8.184,8.184,15.438,0.000,4
2-bgv-setup,3155.898,3202.636,3084.851,3129.104,8.190,537.126,679.028,827.406,750.973,16
3-pre-election-weight-input-preparation,175.937,185.335,0.000,0.000,337.567,389.217,389.217,827.406,0.000,1
4.1-streamed-input-reception-and-aggregation,1573766.543,1576253.789,0.000,0.000,387.709,463.445,927.528,935.344,946.645,496
4.2-tally-periodic-echo-tree,1422.880,1441.590,0.000,0.000,460.314,497.088,552.103,935.062,565.941,1
4.1-streamed-input-reception-and-aggregation,470.658,468.261,0.000,0.000,484.320,559.352,559.352,935.062,559.352,1
4.2-tally-periodic-echo-tree,6957.468,6978.610,0.000,0.000,556.344,594.129,1091.369,1111.062,1104.852,1
4.1-streamed-input-reception-and-aggregation,438.629,462.679,0.000,0.000,580.350,655.128,655.128,1111.062,0.000,1
4.2-tally-periodic-echo-tree,6764.022,6804.155,0.000,0.000,652.373,593.125,1164.706,1203.062,1178.660,1
4.1-streamed-input-reception-and-aggregation,446.893,479.441,0.000,0.000,580.351,655.129,655.129,1203.062,0.000,1
4.2-tally-periodic-echo-tree,1394.447,1398.821,0.000,0.000,652.376,689.150,766.901,1203.062,782.754,1
4.1-streamed-input-reception-and-aggregation,434.615,437.908,0.000,0.000,676.382,751.160,751.160,1203.062,0.000,1
4.2-tally-periodic-echo-tree,12111.917,12167.161,0.000,0.000,748.405,593.628,1465.404,1499.062,1507.512,2
4.2-tally-periodic-echo-tree,917.565,948.786,917.425,948.708,432.561,443.843,443.843,1499.062,0.000,2
4.3-tally-lagrange-indicator,4977.305,5023.681,0.000,0.000,432.561,470.719,701.666,1499.062,820.469,1
4.4-tally-delegate-support,3686.137,3725.388,0.000,0.000,456.490,479.351,559.601,1499.062,769.000,1
4.5-tally-dTilde,1455.019,1466.073,0.000,0.000,433.937,419.078,541.950,1499.062,556.395,1
4.6-tally-Dw+dTilde,4917.337,4932.191,0.000,0.000,397.802,427.191,2886.455,2991.094,2885.621,4
4.7-tally-vote-weight-product,1986.997,2053.695,0.000,0.000,396.303,64.468,556.691,2991.094,585.559,1
5-threshold-decrypt-verify,9.143,10.320,7.153,8.325,18.936,10.555,10.555,2991.062,0.000,1
