phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,19.465,37.334,0.000,0.000,2.083,9.607,9.607,22.219,0.000,3
2-bgv-setup,15803.985,16210.680,15729.884,16110.825,9.634,1881.224,2279.672,2766.594,2779.203,19
3-pre-election-weight-input-preparation,711.436,728.615,0.000,0.000,1161.108,1299.434,1299.434,2766.594,2767.254,1
3.1-benchmark-input-fixture-preparation,41.224,57.166,0.000,0.000,1289.377,1300.418,1300.418,2766.594,0.000,1
4.1-streamed-input-reception-and-aggregation,127638.033,128637.702,0.000,0.000,1297.379,1489.526,1520.940,2766.594,1535.379,2
4.2-tally-periodic-echo-tree,342.017,343.698,0.000,0.000,1489.536,1555.808,1555.808,2766.344,0.000,1
4.1-streamed-input-reception-and-aggregation,1531.261,1555.396,0.000,0.000,1553.532,1753.102,1753.102,2766.594,1758.176,1
4.2-tally-periodic-echo-tree,24069.591,24297.789,0.000,0.000,1745.572,1846.435,3056.090,3082.531,3075.660,1
4.1-streamed-input-reception-and-aggregation,1626.725,1741.240,0.000,0.000,1809.603,2008.670,2008.670,3082.531,2012.430,1
4.2-tally-periodic-echo-tree,23437.294,23683.670,0.000,0.000,2001.642,1848.220,3306.469,3342.000,3326.562,1
4.1-streamed-input-reception-and-aggregation,1648.096,1818.617,0.000,0.000,1809.628,2008.948,2008.948,3342.500,2057.688,1
4.2-tally-periodic-echo-tree,296.321,297.932,0.000,0.000,2001.669,2067.941,2067.941,3342.156,0.000,1
4.1-streamed-input-reception-and-aggregation,1476.858,1486.149,0.000,0.000,2065.664,2264.731,2264.731,3342.500,2285.438,1
4.2-tally-periodic-echo-tree,48232.234,48765.241,0.000,0.000,2257.704,1845.247,4474.890,4510.500,4522.328,2
4.3-tally-lagrange-indicator,21987.086,22447.998,0.000,0.000,1413.133,1517.495,2286.944,4510.469,2398.145,1
4.4-tally-delegate-support,18309.805,18576.447,0.000,0.000,1476.896,1543.286,1793.975,4510.469,1812.805,1
4.5-tally-dTilde,6479.688,6578.115,0.000,0.000,1416.903,1382.750,1738.412,4510.469,1762.000,1
4.6-tally-Dw+dTilde,35601.179,36003.075,0.000,0.000,1320.646,1399.280,15030.110,15330.406,14466.039,4
4.7-tally-vote-weight-product,8423.588,9356.664,0.000,0.000,1316.708,163.372,1771.281,15330.406,12619.020,1
5-threshold-decrypt-verify,36.571,56.042,29.246,45.067,36.778,14.528,14.528,15330.375,0.000,1
