phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,3.232,3.232,0.000,0.000,2.084,2.773,2.773,14.125,0.000,1
2-bgv-setup,15666.405,15976.836,15588.195,15870.115,2.773,1874.364,2593.187,2926.469,2610.055,21
3-pre-election-weight-input-preparation,84.336,113.969,0.000,0.000,1154.248,1179.555,1179.555,2926.594,0.000,1
3.1-benchmark-input-fixture-preparation,40.529,55.769,0.000,0.000,1170.501,1181.542,1181.542,2926.531,0.000,1
4.1-streamed-input-reception-and-aggregation,13208.716,13393.570,0.000,0.000,1175.002,1206.321,1213.037,2926.594,1622.656,1
4.2-tally-periodic-echo-sequential,106.887,107.545,0.000,0.000,1199.035,1209.300,1209.300,2926.500,0.000,1
4.1-streamed-input-reception-and-aggregation,198.991,200.202,0.000,0.000,1207.023,1238.067,1238.067,2926.031,0.000,1
4.2-tally-periodic-echo-sequential,812.372,818.545,0.000,0.000,1231.040,1242.599,1318.843,2926.562,1341.961,1
4.1-streamed-input-reception-and-aggregation,197.118,199.103,0.000,0.000,1207.024,1238.068,1238.068,2926.469,0.000,1
4.2-tally-periodic-echo-sequential,769.659,778.200,0.000,0.000,1231.041,1242.602,1318.845,2926.531,1346.684,1
4.1-streamed-input-reception-and-aggregation,188.140,189.865,0.000,0.000,1207.026,1238.070,1238.070,2926.281,0.000,1
4.2-tally-periodic-echo-sequential,746.259,752.434,0.000,0.000,1231.044,1242.603,1318.850,2926.531,1348.738,1
4.1-streamed-input-reception-and-aggregation,197.524,199.751,0.000,0.000,1207.028,1238.072,1238.072,2925.875,0.000,1
4.2-tally-periodic-echo-sequential,749.894,757.742,0.000,0.000,1231.044,1242.606,1326.861,2926.531,1346.742,1
4.3-tally-lagrange-indicator,2677.915,2704.919,0.000,0.000,1182.034,1229.363,1290.280,2926.531,1320.711,1
4.4-tally-delegate-support,2624.741,2651.913,0.000,0.000,1189.773,1256.142,1276.386,2926.500,1330.074,1
4.5-tally-dTilde,836.164,843.655,0.000,0.000,1185.779,1235.626,1268.046,2926.500,1325.641,1
4.6-tally-Dw+dTilde,35704.730,36070.611,0.000,0.000,1173.528,1196.136,15182.667,15201.844,14450.348,4
4.7-tally-vote-weight-product,2182.112,3086.424,0.000,0.000,1169.572,99.993,1284.350,15202.438,7481.180,1
5-threshold-decrypt-verify,39.707,78.364,31.808,64.507,29.670,7.392,7.392,15201.656,0.000,2
