experiment_id,parameter_id,metric,samples,median,min,max
n100000-b5-k5-sequential-none,b1d8fa4762e7dddebacf9de75c7e21d7126a3a6f2d05e0111d709cbfc71741d6,component:4.1-aggregate-initialization:cpu_ms,1,6153.473,6153.473,6153.473
n100000-b5-k5-sequential-none,b1d8fa4762e7dddebacf9de75c7e21d7126a3a6f2d05e0111d709cbfc71741d6,component:4.1-aggregate-initialization:wall_ms,1,6052.802,6052.802,6052.802
n100000-b5-k5-sequential-none,b1d8fa4762e7dddebacf9de75c7e21d7126a3a6f2d05e0111d709cbfc71741d6,component:4.1-estimated-full-server-aggregation:cpu_ms,1,783097.21,783097.21,783097.21
n100000-b5-k5-sequential-none,b1d8fa4762e7dddebacf9de75c7e21d7126a3a6f2d05e0111d709cbfc71741d6,component:4.1-estimated-full-server-aggregation:wall_ms,1,894882.031,894882.031,894882.031
n100000-b5-k5-sequential-none,b1d8fa4762e7dddebacf9de75c7e21d7126a3a6f2d05e0111d709cbfc71741d6,component:4.1-server-aggregation:cpu_ms,1,156619.442,156619.442,156619.442
n100000-b5-k5-sequential-none,b1d8fa4762e7dddebacf9de75c7e21d7126a3a6f2d05e0111d709cbfc71741d6,component:4.1-server-aggregation:wall_ms,1,178976.406,178976.406,178976.406
n100000-b5-k5-sequential-none,b1d8fa4762e7dddebacf9de75c7e21d7126a3a6f2d05e0111d709cbfc71741d6,component:4.1-simulated-client-input-preparation:cpu_ms,1,8389309.603,8389309.603,8389309.603
n100000-b5-k5-sequential-none,b1d8fa4762e7dddebacf9de75c7e21d7126a3a6f2d05e0111d709cbfc71741d6,component:4.1-simulated-client-input-preparation:wall_ms,1,8346857.678,8346857.678,8346857.678
n100000-b5-k5-sequential-none,b1d8fa4762e7dddebacf9de75c7e21d7126a3a6f2d05e0111d709cbfc71741d6,component:multiparty:galois-key-generation:cpu_ms,1,10384.126,10384.126,10384.126
n100000-b5-k5-sequential-none,b1d8fa4762e7dddebacf9de75c7e21d7126a3a6f2d05e0111d709cbfc71741d6,component:multiparty:galois-key-generation:wall_ms,1,10288.045,10288.045,10288.045
n100000-b5-k5-sequential-none,b1d8fa4762e7dddebacf9de75c7e21d7126a3a6f2d05e0111d709cbfc71741d6,component:multiparty:public-key-generation:cpu_ms,1,31.443,31.443,31.443
n100000-b5-k5-sequential-none,b1d8fa4762e7dddebacf9de75c7e21d7126a3a6f2d05e0111d709cbfc71741d6,component:multiparty:public-key-generation:wall_ms,1,28.853,28.853,28.853
n100000-b5-k5-sequential-none,b1d8fa4762e7dddebacf9de75c7e21d7126a3a6f2d05e0111d709cbfc71741d6,component:multiparty:relinearization-key-generation:cpu_ms,1,598.114,598.114,598.114
n100000-b5-k5-sequential-none,b1d8fa4762e7dddebacf9de75c7e21d7126a3a6f2d05e0111d709cbfc71741d6,component:multiparty:relinearization-key-generation:wall_ms,1,588.833,588.833,588.833
n100000-b5-k5-sequential-none,b1d8fa4762e7dddebacf9de75c7e21d7126a3a6f2d05e0111d709cbfc71741d6,component:multiparty:threshold-decryption:cpu_ms,1,22.751,22.751,22.751
n100000-b5-k5-sequential-none,b1d8fa4762e7dddebacf9de75c7e21d7126a3a6f2d05e0111d709cbfc71741d6,component:multiparty:threshold-decryption:wall_ms,1,19.112,19.112,19.112
n100000-b5-k5-sequential-none,b1d8fa4762e7dddebacf9de75c7e21d7126a3a6f2d05e0111d709cbfc71741d6,multiparty_tally_wall_ms,1,0.0,0.0,0.0
n100000-b5-k5-sequential-none,b1d8fa4762e7dddebacf9de75c7e21d7126a3a6f2d05e0111d709cbfc71741d6,phase:1-init-random-inputs:cpu_ms,1,75.448,75.448,75.448
n100000-b5-k5-sequential-none,b1d8fa4762e7dddebacf9de75c7e21d7126a3a6f2d05e0111d709cbfc71741d6,phase:1-init-random-inputs:multiparty_cpu_ms,1,0.0,0.0,0.0
n100000-b5-k5-sequential-none,b1d8fa4762e7dddebacf9de75c7e21d7126a3a6f2d05e0111d709cbfc71741d6,phase:1-init-random-inputs:multiparty_wall_ms,1,0.0,0.0,0.0
n100000-b5-k5-sequential-none,b1d8fa4762e7dddebacf9de75c7e21d7126a3a6f2d05e0111d709cbfc71741d6,phase:1-init-random-inputs:wall_ms,1,61.646,61.646,61.646
n100000-b5-k5-sequential-none,b1d8fa4762e7dddebacf9de75c7e21d7126a3a6f2d05e0111d709cbfc71741d6,phase:2-bgv-setup:cpu_ms,1,11066.798,11066.798,11066.798
n100000-b5-k5-sequential-none,b1d8fa4762e7dddebacf9de75c7e21d7126a3a6f2d05e0111d709cbfc71741d6,phase:2-bgv-setup:multiparty_cpu_ms,1,11013.683,11013.683,11013.683
n100000-b5-k5-sequential-none,b1d8fa4762e7dddebacf9de75c7e21d7126a3a6f2d05e0111d709cbfc71741d6,phase:2-bgv-setup:multiparty_wall_ms,1,10905.732,10905.732,10905.732
n100000-b5-k5-sequential-none,b1d8fa4762e7dddebacf9de75c7e21d7126a3a6f2d05e0111d709cbfc71741d6,phase:2-bgv-setup:wall_ms,1,10957.258,10957.258,10957.258
n100000-b5-k5-sequential-none,b1d8fa4762e7dddebacf9de75c7e21d7126a3a6f2d05e0111d709cbfc71741d6,phase:3-pre-election-weight-input-preparation:cpu_ms,1,501.016,501.016,501.016
