phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,9.856,9.912,0.000,0.000,2.084,2.778,2.778,14.594,0.000,1
2-bgv-setup,15472.706,15824.039,15383.587,15708.155,2.778,1874.121,2728.761,2926.375,2704.156,21
3-pre-election-weight-input-preparation,51.888,62.907,0.000,0.000,1117.998,1135.303,1135.303,2926.594,0.000,1
4.1-streamed-input-reception-and-aggregation,550786.759,557149.051,0.000,0.000,1126.507,1146.822,2301.871,2926.562,2336.137,54
4.2-tally-periodic-echo-sequential,20.185,27.834,0.000,0.000,1139.043,1145.307,1145.307,2926.188,0.000,1
4.1-streamed-input-reception-and-aggregation,545946.351,553169.911,0.000,0.000,1143.031,1163.325,2336.401,2926.438,2370.277,53
4.2-tally-periodic-echo-sequential,399.254,495.691,0.000,0.000,1155.546,1179.106,1179.106,2926.125,0.000,1
4.1-streamed-input-reception-and-aggregation,536901.412,544330.144,0.000,0.000,1143.531,1164.556,2335.579,2926.375,2369.793,53
4.2-tally-periodic-echo-sequential,423.660,528.801,0.000,0.000,1156.024,1179.587,1194.614,2926.312,1295.855,1
4.1-streamed-input-reception-and-aggregation,533131.344,540670.811,0.000,0.000,1144.010,1165.021,2340.161,2926.312,2370.727,53
4.2-tally-periodic-echo-sequential,381.907,442.303,0.000,0.000,1156.492,1180.052,1180.052,2926.062,0.000,1
4.1-streamed-input-reception-and-aggregation,533970.227,541484.715,0.000,0.000,1144.477,1164.993,2338.152,2926.312,2373.945,53
4.2-tally-periodic-echo-sequential,379.498,427.072,0.000,0.000,1156.922,1180.481,1180.481,2926.250,0.000,1
4.3-tally-lagrange-indicator,1294.268,1347.361,0.000,0.000,1132.163,1175.491,1187.967,2926.312,1272.688,1
4.4-tally-delegate-support,1253.116,1264.307,0.000,0.000,1135.901,1202.259,1210.327,2926.281,1272.688,1
4.5-tally-dTilde,422.965,425.820,0.000,0.000,1135.903,1191.745,1191.745,2926.062,0.000,1
4.6-tally-Dw+dTilde,27019.824,27273.064,0.000,0.000,1129.653,1148.239,11393.003,11681.656,11070.395,4
4.7-tally-vote-weight-product,1516.438,2216.951,0.000,0.000,1125.678,98.847,1224.785,11682.281,10478.332,1
5-threshold-decrypt-verify,45.372,83.968,34.016,66.079,32.013,9.735,9.735,11682.281,0.000,2
