component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,41.813,48.430,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,811.401,834.448,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,14530.372,14825.277,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,493.475,560.781,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,2633019.454,2669735.672,"execution-mode=fresh; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,65778.733,65920.272,ciphertext additions into period aggregates; contains no input encoding or encryption
multiparty:threshold-decryption,34.016,66.079,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
