phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,21.514,37.541,0.000,0.000,2.025,9.606,9.606,26.281,0.000,3
2-bgv-setup,15151.664,15549.891,15075.678,15450.777,9.633,1881.231,2772.688,2858.562,2865.828,19
3-pre-election-weight-input-preparation,768.681,865.779,0.000,0.000,1161.115,1298.437,1298.437,2858.438,0.000,1
3.1-benchmark-input-fixture-preparation,39.986,53.775,0.000,0.000,1289.383,1300.425,1300.522,2858.562,1778.949,1
