component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,45.856,52.167,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,773.908,804.349,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,14226.048,14503.062,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,494.495,568.415,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,110023.653,111386.974,"execution-mode=fresh; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,2377.458,2394.364,ciphertext additions into period aggregates; contains no input encoding or encryption
multiparty:threshold-decryption,32.614,57.935,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
