phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,67.682,108.036,0.000,0.000,2.084,40.134,40.134,62.094,0.000,3
2-bgv-setup,15734.219,16373.525,15656.697,16294.726,40.161,1912.215,2922.681,2986.531,2866.863,15
3-pre-election-weight-input-preparation,3333.027,3469.093,0.000,0.000,1192.128,1817.522,1951.127,2986.625,2380.062,1
3.1-benchmark-input-fixture-preparation,36.838,44.731,0.000,0.000,1808.466,1819.507,1819.507,2986.375,0.000,1
4.1-streamed-input-reception-and-aggregation,625444.731,630552.811,0.000,0.000,1831.719,2756.440,2809.657,2986.625,2823.461,6
4.2-tally-periodic-echo-sequential,2161.120,2182.328,0.000,0.000,2756.443,3067.256,4089.772,5242.375,4138.574,1
4.1-streamed-input-reception-and-aggregation,7174.362,7418.233,0.000,0.000,3064.477,3996.149,3996.149,5242.531,4866.805,1
4.2-tally-periodic-echo-sequential,30268.186,30669.093,0.000,0.000,3988.618,3103.347,6492.664,6526.094,6512.484,1
4.1-streamed-input-reception-and-aggregation,7107.142,7458.503,0.000,0.000,3064.513,3996.437,3996.437,6526.469,3992.703,1
4.2-tally-periodic-echo-sequential,30393.353,30810.199,0.000,0.000,3988.653,3103.879,6512.110,6530.469,6532.133,1
4.1-streamed-input-reception-and-aggregation,7213.505,7555.902,0.000,0.000,3064.544,3995.714,3995.714,6530.469,4023.801,1
4.2-tally-periodic-echo-sequential,30214.729,30658.502,0.000,0.000,3988.685,3104.662,6489.415,6530.469,6509.316,1
4.1-streamed-input-reception-and-aggregation,7030.551,7374.546,0.000,0.000,3064.572,3996.243,3996.243,6530.469,4094.723,1
4.2-tally-periodic-echo-sequential,30460.232,30905.222,0.000,0.000,3988.713,3104.693,6506.414,6530.469,6530.531,1
4.3-tally-lagrange-indicator,105852.223,107744.307,0.000,0.000,2420.774,2770.983,4804.106,6530.469,4843.469,2
4.4-tally-delegate-support,85996.517,87523.303,0.000,0.000,2728.634,2797.325,4082.249,6530.438,4097.383,1
4.5-tally-dTilde,31048.542,31634.483,0.000,0.000,2424.660,2029.749,3738.466,6530.406,3755.488,1
4.6-tally-Dw+dTilde,35386.434,35999.909,0.000,0.000,1962.373,2285.049,15289.971,16038.031,15181.305,4
4.7-tally-vote-weight-product,36174.186,37650.000,0.000,0.000,1958.448,414.544,3884.051,16038.375,13341.941,2
5-threshold-decrypt-verify,34.144,51.884,26.477,40.216,68.560,45.713,45.713,16038.250,0.000,1
