component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,38.520,66.242,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,777.032,824.966,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,14841.144,15403.518,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,35653.614,36999.156,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,0.000,0.000,"execution-mode=sampled-server-benchmark; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,612082.508,620227.734,ciphertext additions into period aggregates; contains no input encoding or encryption
4.1-estimated-full-server-aggregation,3060412.543,3101138.670,"extrapolated from 500000 combined voter-period samples to n*T=2500000; estimate, not directly measured"
multiparty:threshold-decryption,26.477,40.216,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
