component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,39.804,46.507,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,776.867,806.826,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,14593.742,14861.870,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,505.644,628.629,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,108768.437,110082.143,"execution-mode=fresh; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,2308.783,2329.599,ciphertext additions into period aggregates; contains no input encoding or encryption
multiparty:threshold-decryption,31.373,57.394,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
