phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,0.221,0.229,0.000,0.000,2.083,2.034,2.034,14.188,0.000,1
2-bgv-setup,15492.255,15821.126,15410.414,15715.203,2.040,1873.117,2542.727,2654.625,2662.996,22
3-pre-election-weight-input-preparation,53.167,67.345,0.000,0.000,1153.001,1170.306,1170.306,2654.594,0.000,1
4.1-streamed-input-reception-and-aggregation,23018.642,23382.145,0.000,0.000,1161.504,1180.550,2336.402,2654.594,2361.871,3
4.2-tally-periodic-echo-tree,18.202,25.108,0.000,0.000,1173.550,1179.814,1179.814,2654.562,0.000,1
4.1-streamed-input-reception-and-aggregation,22041.292,22327.754,0.000,0.000,1177.538,1196.572,2332.645,2654.562,2423.594,3
4.2-tally-periodic-echo-tree,1390.960,1510.336,0.000,0.000,1189.571,1227.636,1300.156,2654.562,1328.867,1
4.1-streamed-input-reception-and-aggregation,22378.325,22603.750,0.000,0.000,1193.560,1212.603,2430.926,2654.531,2456.336,3
4.2-tally-periodic-echo-tree,1579.713,1696.174,0.000,0.000,1205.602,1227.665,1316.227,2654.531,1346.941,1
4.1-streamed-input-reception-and-aggregation,21913.830,22164.630,0.000,0.000,1193.590,1212.623,2364.565,2654.531,2459.207,3
4.2-tally-periodic-echo-tree,17.052,25.961,0.000,0.000,1205.625,1211.888,1211.888,2654.469,0.000,1
4.1-streamed-input-reception-and-aggregation,22283.663,22585.839,0.000,0.000,1209.612,1228.646,2444.162,2654.531,2469.316,3
4.2-tally-periodic-echo-tree,2731.540,2831.437,0.000,0.000,1221.646,1227.707,1396.711,2654.531,1418.641,1
4.3-tally-lagrange-indicator,1263.478,1288.651,0.000,0.000,1164.885,1206.710,1241.413,2654.531,1300.949,1
4.4-tally-delegate-support,1201.401,1213.846,0.000,0.000,1168.623,1233.480,1237.502,2654.531,1301.152,1
4.5-tally-dTilde,469.898,474.854,0.000,0.000,1168.624,1222.966,1244.961,2654.531,1301.152,1
4.6-tally-Dw+dTilde,1414.482,1424.156,0.000,0.000,1162.374,1180.182,1545.732,2654.500,1548.785,1
4.7-tally-vote-weight-product,1476.261,1540.701,0.000,0.000,1158.375,93.039,1251.628,2654.500,1292.730,1
5-threshold-decrypt-verify,41.833,73.777,31.373,57.394,28.459,6.683,6.683,2654.531,0.000,2
