phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,1.172,1.219,0.000,0.000,2.084,2.773,2.773,14.406,0.000,1
2-bgv-setup,4251.478,4425.834,4210.981,4369.701,2.778,531.711,745.107,858.625,750.152,19
3-pre-election-weight-input-preparation,68.264,69.589,0.000,0.000,332.160,347.842,347.842,858.625,0.000,1
3.1-benchmark-input-fixture-preparation,13.740,14.962,0.000,0.000,344.289,348.580,348.580,858.562,0.000,1
4.1-streamed-input-reception-and-aggregation,4965.701,5049.842,0.000,0.000,346.290,367.098,369.797,858.625,395.898,1
4.2-tally-periodic-echo-sequential,37.049,37.211,0.000,0.000,364.318,371.208,371.208,858.062,0.000,1
4.1-streamed-input-reception-and-aggregation,137.487,139.129,0.000,0.000,370.307,391.102,391.102,858.281,0.000,1
4.2-tally-periodic-echo-sequential,461.698,464.895,0.000,0.000,388.326,383.163,383.163,858.000,0.000,1
4.1-streamed-input-reception-and-aggregation,138.667,145.660,0.000,0.000,370.340,391.103,447.969,858.562,461.836,1
4.2-tally-periodic-echo-sequential,460.302,462.595,0.000,0.000,388.327,383.130,383.130,858.188,0.000,1
4.1-streamed-input-reception-and-aggregation,139.755,146.445,0.000,0.000,370.309,391.104,391.104,858.562,0.000,1
4.2-tally-periodic-echo-sequential,461.212,466.866,0.000,0.000,388.329,383.135,423.835,858.562,440.035,1
4.1-streamed-input-reception-and-aggregation,135.779,143.071,0.000,0.000,370.311,391.106,391.106,858.562,0.000,1
4.2-tally-periodic-echo-sequential,462.801,465.109,0.000,0.000,388.330,383.133,383.133,858.250,0.000,1
4.2-tally-periodic-echo-sequential,330.612,339.428,330.508,339.379,354.567,360.664,413.921,858.562,438.930,1
4.3-tally-lagrange-indicator,1633.637,1659.215,0.000,0.000,354.557,374.774,407.711,858.562,424.328,1
4.4-tally-delegate-support,1330.491,1349.886,0.000,0.000,360.435,383.416,403.259,858.562,418.152,1
4.5-tally-dTilde,481.053,485.099,0.000,0.000,355.936,368.149,368.149,858.188,0.000,1
4.6-tally-Dw+dTilde,6872.353,6982.055,0.000,0.000,346.809,358.377,2708.086,2962.219,2681.520,4
4.7-tally-vote-weight-product,847.364,1020.007,0.000,0.000,345.321,40.295,381.531,2962.594,833.676,1
5-threshold-decrypt-verify,22.515,37.029,18.855,25.316,12.966,4.573,4.573,2962.500,0.000,2
