phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,9.810,17.258,0.000,0.000,2.078,5.794,5.794,18.375,0.000,2
2-bgv-setup,4318.165,4525.002,4279.646,4478.025,5.822,534.756,780.096,834.656,782.113,18
3-pre-election-weight-input-preparation,245.189,285.247,0.000,0.000,335.204,386.897,386.897,834.469,0.000,1
3.1-benchmark-input-fixture-preparation,14.638,18.294,0.000,0.000,383.344,387.635,387.635,834.656,0.000,1
4.1-streamed-input-reception-and-aggregation,24336.791,24505.547,0.000,0.000,386.845,461.696,467.565,834.656,480.859,1
4.2-tally-periodic-echo-tree,128.528,128.345,0.000,0.000,458.912,483.809,483.809,834.625,488.180,1
4.1-streamed-input-reception-and-aggregation,576.533,584.720,0.000,0.000,482.907,557.718,557.718,834.469,0.000,1
4.2-tally-periodic-echo-tree,7139.227,7193.646,0.000,0.000,554.941,592.398,1003.024,1066.031,1018.559,1
4.1-streamed-input-reception-and-aggregation,586.707,654.839,0.000,0.000,578.945,654.010,654.010,1066.562,863.816,1
4.2-tally-periodic-echo-tree,6930.224,6989.060,0.000,0.000,650.980,591.778,1122.620,1162.062,1138.746,1
4.1-streamed-input-reception-and-aggregation,560.379,641.654,0.000,0.000,578.952,653.922,653.922,1162.562,0.000,1
4.2-tally-periodic-echo-tree,105.415,105.883,0.000,0.000,651.085,675.883,675.883,1162.562,0.000,1
4.1-streamed-input-reception-and-aggregation,524.418,528.280,0.000,0.000,674.982,749.793,749.793,1162.062,0.000,1
4.2-tally-periodic-echo-tree,13852.305,13992.978,0.000,0.000,747.016,592.416,1487.061,1506.562,1508.094,2
4.2-tally-periodic-echo-tree,1207.027,1311.798,1206.485,1311.611,429.682,441.857,702.057,1506.531,728.156,2
4.3-tally-lagrange-indicator,6508.072,6616.785,0.000,0.000,429.672,468.657,747.798,1506.500,764.727,1
4.4-tally-delegate-support,4770.579,4842.574,0.000,0.000,453.559,476.547,569.939,1506.500,587.598,1
4.5-tally-dTilde,1905.664,1941.347,0.000,0.000,431.060,416.269,549.501,1506.500,569.590,1
4.6-tally-Dw+dTilde,6746.271,6875.415,0.000,0.000,394.926,424.348,2627.425,2990.469,2664.738,4
4.7-tally-vote-weight-product,2479.891,2710.573,0.000,0.000,393.440,61.662,553.268,2990.531,1832.926,1
5-threshold-decrypt-verify,14.218,21.694,11.148,17.443,16.075,7.704,7.704,2990.500,0.000,1
