phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,1.056,1.130,0.000,0.000,2.084,2.080,2.080,14.344,0.000,1
2-bgv-setup,15379.051,15723.604,15294.162,15615.500,2.086,1873.642,2708.016,2850.594,2860.004,22
3-pre-election-weight-input-preparation,47.089,60.803,0.000,0.000,1153.554,1170.859,1170.859,2850.281,0.000,1
4.1-streamed-input-reception-and-aggregation,57598.028,58320.578,0.000,0.000,1162.057,1181.661,2321.524,2850.562,2399.324,6
4.2-tally-periodic-echo-sequential,26.736,36.958,0.000,0.000,1174.133,1180.397,1180.397,2850.406,0.000,1
4.1-streamed-input-reception-and-aggregation,57305.702,58015.518,0.000,0.000,1178.121,1197.185,2391.866,2850.562,2435.492,6
4.2-tally-periodic-echo-sequential,427.185,508.932,0.000,0.000,1190.186,1213.996,1213.996,2850.562,0.000,1
4.1-streamed-input-reception-and-aggregation,56801.077,57403.277,0.000,0.000,1178.171,1197.252,2396.600,2850.562,2436.828,6
4.2-tally-periodic-echo-sequential,389.910,495.571,0.000,0.000,1190.253,1213.813,1254.196,2850.500,1329.871,1
4.1-streamed-input-reception-and-aggregation,56028.636,56682.369,0.000,0.000,1178.239,1197.333,2399.159,2850.500,2437.109,6
4.2-tally-periodic-echo-sequential,397.427,492.514,0.000,0.000,1190.307,1213.867,1213.867,2850.438,0.000,1
4.1-streamed-input-reception-and-aggregation,55045.734,55687.532,0.000,0.000,1178.293,1197.355,2391.905,2850.438,2436.512,6
4.2-tally-periodic-echo-sequential,457.089,541.862,0.000,0.000,1190.356,1213.917,1254.467,2850.438,1330.281,1
4.3-tally-lagrange-indicator,1350.039,1372.046,0.000,0.000,1165.599,1208.927,1243.874,2850.438,1303.535,1
4.4-tally-delegate-support,1245.909,1253.125,0.000,0.000,1169.337,1235.694,1239.964,2850.438,1303.535,1
4.5-tally-dTilde,446.113,457.657,0.000,0.000,1169.338,1225.434,1225.434,2850.438,1303.535,1
4.6-tally-Dw+dTilde,3099.127,3144.501,0.000,0.000,1163.089,1180.617,2311.828,2850.438,2212.078,2
4.7-tally-vote-weight-product,1376.393,1474.531,0.000,0.000,1159.101,95.260,1249.743,2850.438,1292.543,1
5-threshold-decrypt-verify,41.474,71.927,29.190,53.583,29.181,6.903,6.903,2850.156,0.000,2
