phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,15.412,33.182,0.000,0.000,2.088,9.606,9.606,26.531,0.000,3
2-bgv-setup,15688.616,16079.794,15600.829,15966.912,9.633,1881.693,2379.717,2750.656,2761.699,19
3-pre-election-weight-input-preparation,731.955,819.241,0.000,0.000,1161.606,1299.933,1299.933,2750.625,2754.145,1
3.1-benchmark-input-fixture-preparation,39.104,53.329,0.000,0.000,1289.875,1300.916,1300.916,2750.219,0.000,1
4.1-streamed-input-reception-and-aggregation,127230.745,128326.330,0.000,0.000,1297.877,1490.020,1521.723,2750.625,1535.746,2
4.2-tally-periodic-echo-sequential,496.639,501.666,0.000,0.000,1490.035,1556.307,1638.618,2750.562,1697.699,1
4.1-streamed-input-reception-and-aggregation,1580.208,1631.018,0.000,0.000,1554.031,1753.100,1753.100,2750.562,1728.910,1
4.2-tally-periodic-echo-sequential,6348.750,6410.603,0.000,0.000,1746.070,1591.632,2286.398,2750.562,2302.879,1
4.1-streamed-input-reception-and-aggregation,1452.907,1528.169,0.000,0.000,1554.052,1753.122,1753.122,2750.531,1725.316,1
4.2-tally-periodic-echo-sequential,6592.213,6658.157,0.000,0.000,1746.092,1591.639,2286.433,2750.531,2299.438,1
4.1-streamed-input-reception-and-aggregation,1454.065,1547.075,0.000,0.000,1554.060,1753.129,1753.129,2750.531,1725.445,1
4.2-tally-periodic-echo-sequential,6234.025,6306.403,0.000,0.000,1746.101,1591.647,2294.535,2750.531,2314.555,1
4.1-streamed-input-reception-and-aggregation,1553.194,1630.263,0.000,0.000,1554.068,1753.135,1753.135,2750.500,1729.691,1
4.2-tally-periodic-echo-sequential,6205.589,6263.767,0.000,0.000,1746.108,1594.160,2263.547,2750.500,2283.824,1
4.3-tally-lagrange-indicator,22358.900,22686.813,0.000,0.000,1413.565,1519.677,2288.581,2750.500,2309.832,1
4.4-tally-delegate-support,18475.869,18746.173,0.000,0.000,1477.330,1545.965,1795.841,2750.500,1810.617,1
4.5-tally-dTilde,6554.963,6666.734,0.000,0.000,1417.335,1385.181,1728.084,2750.500,1744.902,1
4.6-tally-Dw+dTilde,34931.221,35348.353,0.000,0.000,1321.079,1400.187,15223.575,15342.000,14598.957,4
4.7-tally-vote-weight-product,8558.936,9524.589,0.000,0.000,1317.119,165.815,1773.147,15342.469,9832.168,1
5-threshold-decrypt-verify,35.700,54.687,28.414,43.400,37.236,14.440,14.440,15342.094,0.000,1
