experiment_id,n,b,k,T,qmax,parties,strategy,echo_mode,refresh_mode,refresh_interval,execution_mode,sample_voters,parameter_file
n100k-b3-k100-sequential-none,100000,3,100,5,1,3,sequential-none,sequential,none,0,benchmark,100000,parameters/b3-k100/sequential-none-100k-500k-low-margin.json
n100k-b3-k100-sequential-final,100000,3,100,5,1,3,sequential-final,sequential,collective,5,benchmark,100000,parameters/b3-k100/sequential-final-100k-500k-smaller-ring.json
n500k-b3-k100-sequential-none,500000,3,100,5,1,3,sequential-none,sequential,none,0,benchmark,500000,parameters/b3-k100/sequential-none-100k-500k-low-margin.json
n500k-b3-k100-sequential-final,500000,3,100,5,1,3,sequential-final,sequential,collective,5,benchmark,500000,parameters/b3-k100/sequential-final-100k-500k-smaller-ring.json
