component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,44.371,50.900,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,797.353,825.950,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,14590.625,14907.060,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,3789.780,3951.875,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,0.000,0.000,"execution-mode=sampled-server-benchmark; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,61398.870,62128.986,ciphertext additions into period aggregates; contains no input encoding or encryption
4.1-estimated-full-server-aggregation,306994.350,310644.930,"extrapolated from 50000 combined voter-period samples to n*T=250000; estimate, not directly measured"
multiparty:threshold-decryption,29.590,45.362,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
